Client ID,Password ,Name,Age,,
IND95487,4586,Karen Fields,20,,
IND92968,7624,Jeffrey Hunt,50,,
IND62985,5983,Christopher Roberts,66,,
IND41456,7356,Jimmy Rogers,77,,
IND63334,8819,Joshua Green,54,,
IND32903,7183,Justin Spencer,20,,
IND34986,4483,Joshua Castillo,28,,
IND72265,7751,Steve Coleman,37,,
IND64873,8330,Fred Cook,30,,
IND30612,6952,Anne Collins,56,,
IND56739,2533,Kenneth Lane,49,,
IND71679,4625,Matthew Carroll,27,,
IND69386,5352,Todd Roberts,60,,
IND30675,6818,Phillip Howell,50,,
IND37613,4031,Chris Hunter,38,,
IND32828,8555,Patrick Howell,27,,
IND59220,4215,Gerald Berry,36,,
IND25922,4497,Timothy Reed,73,,
IND92034,2612,Samuel White,61,,
IND33307,2505,Debra Morgan,35,,
IND25691,2875,Amanda Diaz,74,,
IND69736,3400,Angela Lynch,76,,
IND65318,3172,Todd Elliott,70,,
IND83499,5362,Antonio Ray,47,,
IND74300,2526,Bruce Romero,79,,
IND47852,8006,Judy Gomez,84,,
IND43367,5926,Jessica Morris,58,,
IND84211,3975,Scott Wells,65,,
IND27091,7523,Philip Moore,23,,
IND84197,7349,Gerald Ramos,70,,
IND97134,4517,Jeffrey Morgan,39,,
IND68544,6778,Johnny Butler,40,,
IND96321,5057,Heather Perez,21,,
IND94055,3349,Ryan Weaver,55,,
IND48964,8047,Douglas Hughes,28,,
IND28345,7029,Rachel Collins,47,,
IND93272,7047,Elizabeth Diaz,21,,
IND58727,5604,Christina Larson,78,,
IND47871,8393,Brandon Chapman,53,,
IND24899,3836,Sean Morrison,65,,
IND58197,3685,Roy Dunn,59,,
IND59695,8361,Donna Hamilton,50,,
IND29786,3194,Brandon Roberts,32,,
IND59107,6821,Mary Burns,43,,
IND37582,7979,Phillip Fox,49,,
IND72283,8947,Tina Reid,45,,
IND74203,6668,Russell Day,28,,
IND50994,7192,Ralph Garcia,59,,
IND58185,8567,Anthony Anderson,73,,
IND43545,8187,Lawrence Evans,47,,
IND83063,8633,Frank Owens,25,,
IND15980,8107,Lawrence Vasquez,79,,
IND35484,6499,Jack White,67,,
IND79472,8701,Melissa Rivera,63,,
IND93672,3119,Steve Alvarez,73,,
IND88113,4257,Gloria Roberts,77,,
IND53799,4007,Martin Phillips,75,,
IND41887,3889,Martin Stephens,48,,
IND88761,8931,Richard Knight,35,,
IND40435,6794,Robert Sims,39,,
IND56106,3338,Jessica Howard,42,,
IND41735,5983,John Howell,54,,
IND90777,8856,Mildred Austin,40,,
IND51577,4822,Carlos Miller,48,,
IND80436,5887,Paul Powell,32,,
IND79704,2924,Harold Marshall,45,,
IND15664,2841,Ann GoPKRales,56,,
IND94938,2438,Russell Gray,45,,
IND80870,8085,Jean Stevens,56,,
IND58524,5174,Howard Coleman,85,,
IND73247,5476,Lisa Carroll,38,,
IND49380,9025,Todd Weaver,20,,
IND32752,4422,Harold Ruiz,45,,
IND79491,4719,Judith Fox,50,,
IND52559,4001,Paul Sims,83,,
IND94127,8106,Kenneth Black,79,,
IND59774,6788,Antonio Fisher,62,,
IND61218,6586,Jeffrey Allen,56,,
IND28314,8553,Eric Ward,59,,
IND76099,4997,Rose West,54,,
IND58197,5856,Samuel Alvarez,32,,
IND79892,8427,Ronald Payne,66,,
IND39781,6425,Joseph Riley,76,,
IND35995,2539,Albert Wells,84,,
IND42566,4613,Gregory GoPKRalez,56,,
IND31753,5148,Angela Tucker,78,,
IND53894,6657,Norma Hunter,77,,
IND56621,6406,Richard Campbell,53,,
IND76021,4895,Denise Hamilton,42,,
IND17070,8896,Susan Fowler,46,,
IND37670,5329,Carolyn Black,68,,
IND45617,5557,Ashley Franklin,70,,
IND47563,7423,Alice Marshall,47,,
IND46352,6765,Michael Alexander,27,,
IND52499,7340,Johnny Cruz,18,,
IND64778,3625,Linda Butler,73,,
IND83362,5178,Maria Welch,83,,
IND30786,5434,Victor Ellis,72,,
IND20476,3465,Jeffrey Wagner,56,,
IND69060,6615,Joyce Smith,75,,
IND17931,3566,Shawn Howell,84,,
IND56891,4969,Aaron Reynolds,61,,
IND37323,7089,Brandon Little,64,,
IND17259,2672,Jean Morgan,78,,
IND24069,8403,Howard Little,17,,
IND70868,8475,Linda Burke,42,,
IND94996,4013,Kenneth Bailey,40,,
IND92018,6497,Todd Howell,70,,
IND40311,8948,Joshua Powell,22,,
IND22076,6248,Kathy Barnes,32,,
IND88518,8429,Willie Greene,73,,
IND67149,3673,Richard Hawkins,48,,
IND94783,7271,Karen Nelson,78,,
IND28381,3257,Sean Morris,46,,
IND19580,4788,William Bishop,53,,
IND96087,7189,Joseph Young,53,,
IND38737,5010,Craig Lee,35,,
IND38628,5973,Steven Ryan,72,,
IND47104,4792,Timothy Peterson,24,,
IND35485,5257,Nancy Rogers,81,,
IND89040,5232,Earl Hart,78,,
IND41722,9061,Richard Moore,62,,
IND34939,4029,Kathy Patterson,64,,
IND15036,6530,Chris Cox,21,,
IND80720,3990,Douglas Gibson,31,,
IND35191,3891,Jeremy Duncan,79,,
IND83420,4920,Donna Frazier,53,,
IND67155,2784,Gary Berry,81,,
IND53173,4690,Anthony Moore,63,,
IND15625,5410,Russell Hansen,53,,
IND33337,6754,Wanda Murray,74,,
IND40896,2367,Charles Tucker,69,,
IND71163,8169,Aaron Burke,30,,
IND78424,7230,Julie Snyder,26,,
IND41219,4727,Wayne Bennett,72,,
IND62450,4100,Paul Snyder,68,,
IND67674,7197,Heather Shaw,72,,
IND14696,4076,Mary Wright,78,,
IND39582,8977,Aaron Williams,17,,
IND55512,7583,Andrew Young,17,,
IND58447,6363,Alan Nichols,63,,
IND66908,4952,Larry Snyder,61,,
IND93572,5465,Emily Stewart,80,,
IND70604,2675,Bobby Gutierrez,79,,
IND28563,2343,Stephen Freeman,33,,
IND44786,8571,Justin Romero,41,,
IND79851,6391,Debra Nichols,71,,
IND24079,5530,Joshua Bennett,56,,
IND15798,4023,Jesse Tucker,67,,
IND37241,7365,Ruby Wallace,64,,
IND86966,7706,Cheryl Hunter,62,,
IND71164,8387,Ralph Porter,60,,
IND40932,3848,Martha Reynolds,73,,
IND96715,6348,Gary King,80,,
IND50507,4692,Lisa Miller,69,,
IND38878,8861,Sarah Wright,32,,
IND59922,8337,Frances Hughes,57,,
IND32848,3805,Keith Hernandez,23,,
IND22297,4946,James Ross,18,,
IND17713,3810,Charles Simmons,39,,
IND25396,6259,Matthew Webb,69,,
IND15088,5150,Margaret Coleman,42,,
IND24185,3974,Anna Henry,85,,
IND13182,3844,Jennifer Rice,30,,
IND57459,5673,Cheryl Clark,25,,
IND60265,4788,Peter Diaz,68,,
IND98600,8969,Lori Webb,73,,
IND56505,2699,Kevin Williams,27,,
IND24188,4699,Paula Young,31,,
IND66753,5496,Justin Robinson,75,,
IND31161,7943,Stephen Murphy,60,,
IND74796,5484,Walter Duncan,59,,
IND18529,5981,Sean Ellis,39,,
IND45403,2466,Dorothy Harris,26,,
IND57142,3746,Marilyn Webb,24,,
IND45470,7499,Wanda Robertson,44,,
IND69975,6368,Linda Ramos,63,,
IND22525,3089,Brian Stewart,37,,
IND15624,7866,Maria King,36,,
IND85067,7557,Stephanie Baker,26,,
IND53006,9014,Harold Kelly,75,,
IND52186,4384,Joe Knight,74,,
IND99691,2812,Carl Gutierrez,64,,
IND35211,2475,Andrew Phillips,25,,
IND54677,5753,Amanda Myers,54,,
IND75463,6270,Patricia Mitchell,18,,
IND54309,8755,Arthur Fields,58,,
IND32424,4286,Harold Knight,38,,
IND64425,4933,Nicole Porter,50,,
IND63920,6501,Kathy Allen,84,,
IND57702,6319,Fred Cole,63,,
IND50366,7083,Raymond Williams,55,,
IND35560,2485,Harold Butler,60,,
IND97501,2489,Albert George,24,,
IND50411,4588,George Johnston,67,,
IND76102,7741,Jose King,28,,
IND56074,4990,Carl Peterson,62,,
IND27011,8002,Heather Nguyen,69,,
IND48221,8519,Nicholas Fox,79,,
IND45884,4598,Jesse Frazier,60,,
IND16593,8184,Mary Young,60,,
IND32999,4485,Roger Hayes,18,,
IND39671,2569,Jesse Perry,76,,
IND65149,6463,Richard Grant,63,,
IND87267,7086,Angela Williams,82,,
IND69610,3578,Julie Barnes,84,,
IND80344,8329,Gary Morgan,51,,
IND38207,2411,Margaret Bowman,50,,
IND79637,5246,Eugene Boyd,57,,
IND29921,7894,Anne Bailey,18,,
IND59198,5832,Brian Clark,63,,
IND19422,4906,Sean Harrison,35,,
IND54707,4041,Michael Henry,54,,
IND20608,2611,Carolyn Hunt,53,,
IND98943,5891,Martha Robinson,41,,
IND61538,8534,Henry Williamson,84,,
IND78351,6850,Justin Bowman,51,,
IND46289,6682,Doris Anderson,66,,
IND16285,8492,Frank Cole,77,,
IND85859,6725,Joshua Robertson,40,,
IND86031,3911,Jessica King,72,,
IND65548,7453,Diane Riley,74,,
IND28392,2641,Jeffrey Fuller,59,,
IND36665,8629,Alan Sims,26,,
IND31739,2347,Christopher Price,65,,
IND68824,7800,Howard Patterson,52,,
IND81954,6405,Ralph Henderson,65,,
IND57483,6012,Kevin Knight,65,,
IND58811,6841,Amanda Watkins,67,,
IND90712,6590,Michael Patterson,47,,
IND78657,5524,Nicholas Payne,30,,
IND77048,8289,Jennifer Barnes,66,,
IND80417,3306,Michael Nichols,48,,
IND69214,7505,Gerald Harrison,30,,
IND35051,6061,Ruth Kennedy,41,,
IND29305,4607,Lillian King,29,,
IND81554,6053,Frances Bell,47,,
IND76672,8823,Jesse Riley,47,,
IND89391,8818,Gary Baker,35,,
IND95274,8063,Shirley Tucker,64,,
IND93078,5437,Theresa Burke,44,,
IND47843,4423,Carol Mason,38,,
IND93058,3640,Judith Burke,60,,
IND92239,7180,Dennis Long,85,,
IND12702,3776,Shawn Austin,65,,
IND54557,7586,Virginia Gardner,19,,
IND98387,5767,Dorothy Reed,72,,
IND21698,7182,Susan Hawkins,64,,
IND60028,5410,Susan Carter,21,,
IND77518,3985,Robin Myers,72,,
IND81280,3565,Timothy Franklin,34,,
IND27009,4380,Richard Torres,40,,
IND29085,5015,Earl Ramos,48,,
IND62329,3548,Harry Walker,83,,
IND35485,4688,Christopher Webb,17,,
IND23071,6616,Louise Hunt,58,,
IND49461,7005,Joan Allen,42,,
IND84835,3222,Margaret Grant,43,,
IND88751,3816,Lois Oliver,54,,
IND47511,6387,Johnny Patterson,76,,
IND57469,5059,Jennifer Oliver,32,,
IND13603,7391,Annie Grant,22,,
IND28663,8027,Roy Ortiz,75,,
IND21547,3693,Mark Owens,83,,
IND76281,6871,Rebecca Cunningham,24,,
IND68811,4164,Walter Carr,26,,
IND74692,8191,Anne Hunter,70,,
IND57450,5815,Jennifer Alvarez,29,,
IND80645,2921,Judith Mason,66,,
IND91185,4966,Wanda Patterson,72,,
IND97947,5341,Gary Lopez,57,,
IND88225,4816,Cheryl Fox,54,,
IND58373,4687,Charles Green,52,,
IND57160,8199,Anne Garrett,82,,
IND87140,2456,Ernest Smith,70,,
IND43888,3359,Michael Peters,39,,
IND93701,5197,Jason Bradley,35,,
IND91174,5409,Craig Hall,60,,
IND24235,5324,Joseph Fuller,31,,
IND49606,8606,Roger Myers,73,,
IND35234,2393,Anne Phillips,62,,
IND62564,5619,Marie Hart,20,,
IND44323,3062,Deborah Freeman,43,,
IND33515,4309,Thomas Dean,40,,
IND60299,5834,Eric Hanson,40,,
IND78861,7706,Gregory Torres,61,,
IND92647,3542,Samuel Cunningham,17,,
IND56044,4486,Ronald Fisher,49,,
IND36801,4151,Billy Hamilton,19,,
IND38949,2452,Michael Carpenter,50,,
IND40740,5821,Kenneth Alvarez,80,,
IND48919,2811,Roy Hudson,62,,
IND43851,8671,Mark Lawrence,20,,
IND82642,3730,Teresa Graham,84,,
IND86812,8144,Ryan Carr,19,,
IND13296,4054,John Powell,76,,
IND39713,2387,Samuel Thompson,17,,
IND12660,3925,Gregory Reed,61,,
IND41076,3054,Justin Rice,69,,
IND64863,3188,Steven Hall,64,,
IND76341,3871,Philip Bryant,63,,
IND50293,3317,Daniel Martin,42,,
IND32223,4859,Maria GoPKRales,56,,
IND63518,4066,Andrew Gray,56,,
IND98503,7781,Jack Griffin,40,,
IND38742,9029,Juan Evans,66,,
IND98838,7785,Ryan Mason,72,,
IND52011,7124,Nicholas Chavez,39,,
IND27143,5936,Harry Watson,24,,
IND67603,4400,Christine Bell,60,,
IND65057,7298,Anthony Murray,66,,
IND16812,7085,Larry Hamilton,78,,
IND39500,3298,Nicholas Griffin,64,,
IND69752,4888,Jeremy Bryant,34,,
IND50261,6346,Chris Reyes,79,,
IND20655,4355,Victor Jenkins,43,,
IND84018,3614,Lois Griffin,41,,
IND52284,3382,Emily Bryant,26,,
IND38633,7113,Jimmy Harper,71,,
IND94590,6268,Howard Hunt,37,,
IND29286,6274,Carolyn Martinez,24,,
IND86944,9089,Ann White,59,,
IND82767,2535,Daniel Gomez,51,,
IND64440,5586,Carlos Romero,24,,
IND97211,4398,Johnny Fields,26,,
IND60063,4781,Jessica Ruiz,43,,
IND91861,3824,Frank Adams,79,,
IND98755,6409,Joan Miller,84,,
IND93695,3656,William Long,53,,
IND56540,4370,Chris Ortiz,50,,
IND79052,3798,Aaron Cook,85,,
IND54277,6512,Victor Gardner,69,,
IND60443,3592,Linda Brooks,33,,
IND66045,2591,Helen Meyer,43,,
IND80791,6404,Paula Ross,46,,
IND67613,4717,Jimmy Ramos,39,,
IND74089,5505,Carolyn Wilson,35,,
IND60913,3799,Eric Taylor,43,,
IND98087,5467,Eugene Castillo,40,,
IND31887,6705,Ernest Oliver,17,,
IND67190,8123,Kevin Ward,26,,
IND95893,8271,Catherine Edwards,36,,
IND59612,5047,Thomas Robertson,50,,
IND57231,7114,Adam Spencer,46,,
IND20899,2323,Stephen Schmidt,55,,
IND79950,4629,Paula Spencer,29,,
IND69031,5831,Betty Ray,50,,
IND78617,7924,Howard Jordan,50,,
IND92044,6633,Brian Flores,46,,
IND94650,3255,Fred Jordan,68,,
IND62018,4797,Norma Little,50,,
IND97714,2679,Theresa Ward,58,,
IND62445,4194,Lawrence Tucker,17,,
IND34780,4124,Michelle Martin,53,,
IND97314,8210,John Davis,80,,
IND96807,6901,Robert Parker,35,,
IND34442,7519,Diana Ross,41,,
IND57917,3122,Jane Hicks,58,,
IND57474,5338,Kathryn Daniels,58,,
IND62022,8270,Ruth Weaver,73,,
IND98847,7902,Jacqueline Boyd,23,,
IND93864,6349,Lawrence Medina,47,,
IND71100,8979,Mildred Young,24,,
IND28425,6906,Gregory West,45,,
IND24753,5705,Ralph Chapman,37,,
IND75584,2681,Patrick Thomas,27,,
IND82408,7176,Henry Chapman,35,,
IND59517,6570,Mark Henry,38,,
IND20659,2448,Kathleen Lee,67,,
IND17087,4153,Steven Jacobs,69,,
IND54827,4725,Russell Gibson,21,,
IND73702,3338,Joe Anderson,45,,
IND30737,7344,Johnny Spencer,36,,
IND25733,3775,Brian Lawrence,77,,
IND21564,2436,Joe Wells,62,,
IND42415,5180,William Rose,84,,
IND14959,7990,Anne Weaver,63,,
IND74028,5434,Kathryn Brooks,59,,
IND70570,5692,Douglas Vasquez,71,,
IND35225,7458,Bonnie Romero,64,,
IND76179,5750,Joe Phillips,48,,
IND55647,7755,Sarah Nichols,69,,
IND89010,6159,Kathleen Reed,35,,
IND24422,8496,Eugene Rodriguez,79,,
IND84352,6130,Willie Hanson,25,,
IND38237,5609,Philip Martin,19,,
IND54321,6813,Benjamin Duncan,75,,
IND61299,7950,Gerald Owens,28,,
IND22254,3952,Scott Ross,60,,
IND13347,5104,Jean Reed,78,,
IND84771,2564,Bobby Wood,38,,
IND37011,3395,Ashley Robertson,81,,
IND90697,7273,Juan Hughes,24,,
IND18049,8015,Walter Mccoy,38,,
IND74615,5363,Kathleen Bryant,69,,
IND77494,6300,Willie Walker,64,,
IND48525,4232,Eugene Boyd,69,,
IND16052,7198,Brenda Miller,83,,
IND50738,2948,Andrea Mills,35,,
IND85690,6144,Norma Washington,22,,
IND61194,8904,Lawrence Perry,24,,
IND63043,4517,Fred Larson,57,,
IND26448,3181,Raymond Mills,59,,
IND92735,5207,Todd Sims,55,,
IND84491,8975,Thomas Robertson,46,,
IND56629,4995,Sharon Davis,64,,
IND52032,6579,Judy Williamson,46,,
IND18823,3289,Timothy Miller,20,,
IND57208,4300,Rachel Ellis,47,,
IND32855,8099,Norma Gibson,41,,
IND24817,6282,Daniel Sims,49,,
IND68120,5205,Annie Price,18,,
IND28222,6545,Randy GoPKRalez,40,,
IND47326,6624,Julie Wheeler,46,,
IND45822,2665,Denise Payne,36,,
IND96083,7758,Jeffrey Parker,69,,
IND43081,5942,Carolyn Price,76,,
IND78182,5299,Jennifer Bennett,79,,
IND98632,3777,John Flores,81,,
IND48103,7663,Douglas Cole,73,,
IND52448,3891,Roger Romero,77,,
IND38403,7559,Marie Peterson,55,,
IND99962,3330,Joan Allen,27,,
IND70182,4869,Aaron Palmer,75,,
IND17319,7490,Norma Little,84,,
IND72327,6616,Fred Schmidt,76,,
IND59532,6503,Wanda GoPKRales,60,,
IND29309,4052,Joan Duncan,58,,
IND36108,5058,Irene Hall,54,,
IND86953,5339,Jason Freeman,21,,
IND86901,2806,Cheryl Allen,57,,
IND17683,8870,Brandon Martin,27,,
IND56317,6112,Carlos Wilson,73,,
IND92195,4832,Ruth Flores,64,,
IND70343,5280,Keith Moreno,62,,
IND91720,6126,Harry Gibson,49,,
IND45348,4355,Tammy Welch,50,,
IND38267,2864,Eugene Henderson,18,,
IND77225,4332,Michael Edwards,79,,
IND32917,6372,Martin Weaver,29,,
IND95721,6117,Lawrence Berry,35,,
IND24755,6934,James Gardner,28,,
IND76617,3483,Richard Campbell,29,,
IND92582,2572,Lori Oliver,53,,
IND27430,2709,Samuel Bradley,85,,
IND94282,6766,Rebecca Walker,20,,
IND33571,7378,Donna Mcdonald,64,,
IND96795,4259,Andrew Lawrence,64,,
IND61615,8620,Antonio Stephens,61,,
IND48032,4111,Brian Stevens,79,,
IND25277,5432,Ruby Harper,75,,
IND59951,7688,Kenneth Hart,35,,
IND29371,6728,Robin Burns,84,,
IND70227,8054,Roger Parker,77,,
IND29257,6219,Andrew Tucker,38,,
IND33086,3911,Evelyn Flores,23,,
IND89151,6172,Willie Wheeler,25,,
IND62657,8051,Tammy Carter,76,,
IND83245,4888,Antonio Collins,40,,
IND61510,6076,Paul White,29,,
IND66755,7365,Chris Hernandez,54,,
IND50523,7930,Joshua Walker,70,,
IND29653,2427,Raymond Grant,43,,
IND76864,6879,Jack Lewis,20,,
IND41553,6630,Anna Bennett,35,,
IND85414,4069,Albert Weaver,72,,
IND68994,8776,Marilyn Coleman,75,,
IND73388,3515,Craig Daniels,31,,
IND80015,2860,Dennis Palmer,42,,
IND82699,6318,Clarence Butler,26,,
IND23356,6770,Ralph Burns,35,,
IND43700,6487,Carolyn Kelly,79,,
IND78571,4466,Judith Tucker,56,,
IND30598,3486,Wayne Grant,73,,
IND21000,3786,Henry Mills,56,,
IND23889,4198,Larry Weaver,31,,
IND65604,3674,Clarence Frazier,38,,
IND46205,5007,Phillip Evans,79,,
IND65923,7567,Jacqueline Hughes,62,,
IND73017,3142,Justin Davis,31,,
IND88027,4034,Ashley Howard,76,,
IND16110,6832,Edward Mendoza,75,,
IND66556,5941,Billy Ellis,33,,
IND99578,3388,Frank Walker,54,,
IND32278,3683,Carl Shaw,76,,
IND45962,3969,Beverly Sullivan,24,,
IND61230,8855,Harold Butler,81,,
IND59637,4182,Nicholas Rice,30,,
IND79357,2941,Julie Burton,80,,
IND57365,6230,Benjamin Ray,25,,
IND28236,3156,Linda Palmer,56,,
IND89378,6530,Barbara Butler,50,,
IND44815,4887,David Stevens,62,,
IND18812,8433,Samuel Wright,41,,
IND67567,8111,Larry Graham,71,,
IND47332,3794,Stephanie Jordan,39,,
IND52432,8306,Rebecca Torres,76,,
IND23568,2783,Frank Moreno,68,,
IND79795,2938,Susan Dixon,75,,
IND40475,3376,Mary Mills,70,,
IND92840,8052,Tina Medina,83,,
IND39612,3798,Teresa Gordon,39,,
IND78997,3864,Christina Perry,64,,
IND97635,2860,Ernest Knight,70,,
IND41288,8865,Carl Lewis,67,,
IND31252,4535,Eugene Spencer,25,,
IND90265,6852,Victor Ryan,38,,
IND39682,4219,Paul Perry,25,,
IND47091,6272,Eugene Banks,31,,
IND15145,3797,Eric Chavez,36,,
IND69088,3024,Carl Jordan,38,,
IND71209,3256,Jesse Henderson,76,,
IND70392,3974,Billy Gutierrez,81,,
IND50738,8307,Terry Shaw,50,,
IND17499,2454,Eric Carr,68,,
IND82261,7649,Phillip Welch,63,,
IND52971,6117,Jonathan Fisher,46,,
IND77657,5299,Antonio Matthews,56,,
IND34637,7360,Brandon Rose,28,,
IND21388,2509,Thomas Russell,64,,
IND23466,3661,Helen Pierce,72,,
IND37319,4724,Earl Kennedy,45,,
IND39352,5446,Ernest Sims,84,,
IND28190,6991,Christopher Alvarez,53,,
IND49543,2707,Doris Lynch,73,,
IND16415,6071,Edward Little,23,,
IND39399,8184,Mary Lynch,85,,
IND63000,6824,Kimberly Austin,52,,
IND37028,2414,Russell Ortiz,17,,
IND62435,6686,Ryan Long,36,,
IND72682,4412,Patrick Edwards,37,,
IND83165,7527,Douglas Gardner,32,,
IND75623,8671,Amy Spencer,31,,
IND21058,3512,Doris Palmer,76,,
IND82903,8815,Carlos Hudson,37,,
IND66272,5068,Louis Smith,36,,
IND19399,6633,Jacqueline Martin,29,,
IND95041,8359,Michael Bishop,74,,
IND79442,7260,Jose Peters,19,,
IND55241,3733,Louis Bennett,37,,
IND51146,2436,Stephanie Bryant,57,,
IND25698,6706,Joe Ward,48,,
IND56730,5725,Lori Hernandez,75,,
IND50377,7585,James Gilbert,30,,
IND44237,2815,Marie Lawrence,35,,
IND45334,3632,Joan Mendoza,59,,
IND22951,2792,Rebecca Snyder,20,,
IND98187,3042,Matthew Garrett,64,,
IND83250,5105,Earl Davis,56,,
IND15003,5752,John Spencer,52,,
IND50596,6389,Clarence Willis,29,,
IND52253,6308,Patricia Hudson,24,,
IND44460,5137,Terry Carpenter,27,,
IND70843,3638,Harry Ward,51,,
IND86529,7154,Phyllis Payne,31,,
IND55587,3403,Douglas Sullivan,39,,
IND72739,6235,Diane Watson,79,,
IND67930,7533,Sarah Rivera,35,,
IND46268,5009,Fred Wilson,26,,
IND82874,4738,Ralph Gutierrez,24,,
IND30869,2411,Lisa Pierce,25,,
IND95431,2318,Bruce Rose,30,,
IND17593,6209,Emily Price,76,,
IND29284,4027,Jack Wood,56,,
IND20167,2822,Philip Ray,85,,
IND51633,3200,Ann Fernandez,19,,
IND48741,7107,Donald Sullivan,34,,
IND83525,7124,Wayne Johnston,85,,
IND48432,6934,Peter Martin,37,,
IND27926,5492,Joan Montgomery,68,,
IND45923,3915,Nancy Long,46,,
IND73297,2510,Tammy Bryant,69,,
IND69570,4172,Stephanie Thomas,42,,
IND15006,7741,Julia Gilbert,65,,
IND42515,7101,Larry Austin,43,,
IND56981,2411,Benjamin Freeman,66,,
IND45092,5485,Bruce Johnston,34,,
IND68220,5300,Gregory Garrett,17,,
IND52850,5174,Denise Wood,72,,
IND62637,7486,Anne Johnston,60,,
IND27463,8811,Samuel Riley,31,,
IND57502,5331,Eric Nichols,32,,
IND35319,7106,Juan Rivera,26,,
IND23783,8376,Jennifer Alvarez,84,,
IND90414,4690,Paula Nichols,44,,
IND51353,8049,Laura Taylor,29,,
IND52252,8144,Roger Hicks,80,,
IND86849,7818,Brian Torres,82,,
IND18751,4404,Sandra Austin,74,,
IND23045,8843,Nicole Elliott,27,,
IND14385,4282,Roy Young,42,,
IND65960,6163,Sandra George,64,,
IND69484,8920,Clarence Matthews,57,,
IND15970,7050,Shirley Cole,35,,
IND59374,6351,George Roberts,31,,
IND56474,7055,Jose Gibson,76,,
IND93181,5594,Ralph Foster,31,,
IND68480,2747,Albert Kim,25,,
IND77629,3112,Dennis Owens,67,,
IND20946,2869,Martin Jordan,45,,
IND76461,5252,Bonnie Stone,52,,
IND73140,3101,Anna Montgomery,61,,
IND47099,7678,Brian Jacobs,25,,
IND96585,3861,Gary Hanson,53,,
IND94165,4342,Jerry Frazier,47,,
IND95121,2718,Benjamin James,37,,
IND40107,4799,Richard Harper,24,,
IND50027,5935,Antonio Hernandez,83,,
IND21031,8634,Michelle Little,37,,
IND12811,2440,Heather Stewart,48,,
IND77134,3800,Joshua Meyer,61,,
IND65796,8093,Dennis Day,53,,
IND52319,6818,Russell Watson,34,,
IND54844,7315,Gary Long,85,,
IND89924,6385,Billy Evans,28,,
IND69892,2999,Jesse Wallace,74,,
IND21947,6636,Roy Knight,81,,
IND47171,4296,Lawrence Jenkins,32,,
IND81366,4494,Ruth Hamilton,69,,
IND37255,6024,Carol Gibson,43,,
IND54288,8633,Carl Webb,53,,
IND81264,8022,Thomas Hernandez,20,,
IND44868,3560,Donald Martin,76,,
IND58718,3857,Terry Graham,68,,
IND13491,3242,Brandon Shaw,73,,
IND67285,6774,Philip Nichols,36,,
IND80508,7636,Ernest Boyd,84,,
IND80012,6661,Stephen Allen,24,,
IND24103,6354,Benjamin Collins,71,,
IND96193,3479,Lori Hawkins,44,,
IND95777,4083,Bobby Smith,76,,
IND99904,6293,Daniel Tucker,22,,
IND51561,3826,Kathleen Ford,32,,
IND36643,5874,Adam Woods,37,,
IND52909,8476,Gerald Frazier,71,,
IND40382,5595,Timothy Perry,61,,
IND29277,4410,Amanda Rice,66,,
IND28276,7808,Janet Morrison,54,,
IND63171,2822,Walter Simmons,27,,
IND75976,4380,Samuel Stevens,49,,
IND95034,5775,Julia Nichols,74,,
IND34886,4247,Paula Hart,67,,
IND65740,8355,Angela Oliver,34,,
IND22943,4108,Heather Fowler,44,,
IND62166,3981,Jesse Cox,57,,
IND31625,4303,Jose Hall,23,,
IND53168,4657,Cynthia Edwards,47,,
IND62132,3675,Joshua Bryant,31,,
IND49496,4228,Martin Martinez,29,,
IND39167,9034,Katherine Larson,46,,
IND56356,3705,Carlos Kelly,45,,
IND84445,6516,Ryan Young,65,,
IND83697,5580,Anthony Bennett,76,,
IND92276,4152,Ralph Jacobs,32,,
IND63929,8022,Aaron Evans,68,,
IND20154,2822,Sarah Wagner,74,,
IND73329,6395,Samuel Vasquez,33,,
IND55336,8108,Todd Campbell,18,,
IND50934,3393,Anne Garcia,74,,
IND15178,6685,Mary Berry,42,,
IND67097,8742,Judith Burke,60,,
IND71917,4970,Carolyn Thompson,27,,
IND29396,3490,Carl Palmer,73,,
IND17042,5331,George Shaw,54,,
IND96714,7935,Sarah Stephens,75,,
IND74213,5809,Christine Dixon,50,,
IND33290,2953,Heather Hawkins,22,,
IND82331,5146,Earl Perez,27,,
IND41616,3040,Joseph Arnold,23,,
IND13977,3188,Jeremy Ortiz,66,,
IND37918,3201,Harry Payne,64,,
IND93832,2577,Rose Garza,70,,
IND40270,8543,Brandon Fox,32,,
IND27859,5548,Ryan Ray,60,,
IND76060,2442,Wayne Harrison,35,,
IND24265,7511,Jonathan Riley,36,,
IND48804,8294,Scott Hunt,27,,
IND99895,7742,Marie Reynolds,73,,
IND26169,7554,Jeremy Garza,25,,
IND46964,3724,Joan Vasquez,60,,
IND33681,9012,Sandra Moreno,53,,
IND95665,5387,Douglas Weaver,56,,
IND34612,5264,Billy Wright,52,,
IND56244,4739,Edward Taylor,79,,
IND98780,7563,Susan Clark,70,,
IND80677,2828,Russell Watkins,82,,
IND85232,4668,Jose Stewart,31,,
IND84182,6520,Larry Gomez,49,,
IND22162,4922,Willie Owens,33,,
IND48448,3598,John Murray,35,,
IND28042,5567,Chris Hall,46,,
IND39614,2371,Daniel Lewis,61,,
IND39056,2839,Bobby Franklin,60,,
